Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,5100.0,5100.0,5100.0,5100.0,5059.5234375,0
2019-01-02,5400.0,5400.0,5400.0,5400.0,5357.142578125,8000
2019-01-03,6050.0,6050.0,6050.0,6050.0,6001.98388671875,500
2019-01-04,6050.0,6050.0,6050.0,6050.0,6001.98388671875,1000
2019-01-07,5600.0,5800.0,5600.0,5800.0,5753.96826171875,1100
2019-01-08,5800.0,5800.0,5800.0,5800.0,5753.96826171875,0
2019-01-09,5800.0,5800.0,5800.0,5800.0,5753.96826171875,0
2019-01-10,5800.0,5800.0,5800.0,5800.0,5753.96826171875,100
2019-01-11,5800.0,5800.0,5800.0,5800.0,5753.96826171875,0
2019-01-14,5800.0,5800.0,5800.0,5800.0,5753.96826171875,0
2019-01-15,5800.0,5800.0,5800.0,5800.0,5753.96826171875,0
2019-01-16,5800.0,5800.0,5800.0,5800.0,5753.96826171875,0
2019-01-17,5800.0,5800.0,5800.0,5800.0,5753.96826171875,0
2019-01-18,5800.0,5800.0,5800.0,5800.0,5753.96826171875,0
2019-01-21,5800.0,5825.0,5800.0,5800.0,5753.96826171875,1900
2019-01-22,5050.0,6800.0,5050.0,6800.0,6746.03173828125,200
2019-01-23,6800.0,6800.0,6800.0,6800.0,6746.03173828125,0
2019-01-24,6800.0,6800.0,6800.0,6800.0,6746.03173828125,0
2019-01-25,6700.0,6700.0,6700.0,6700.0,6646.8251953125,100
2019-01-28,6700.0,6700.0,6700.0,6700.0,6646.8251953125,0
2019-01-29,6700.0,6700.0,6700.0,6700.0,6646.8251953125,0
2019-01-30,6700.0,6700.0,6700.0,6700.0,6646.8251953125,0
2019-01-31,6800.0,6800.0,6800.0,6800.0,6746.03173828125,200
2019-02-01,6600.0,6600.0,6600.0,6600.0,6547.61865234375,500
2019-02-04,6600.0,6600.0,6600.0,6600.0,6547.61865234375,0
2019-02-05,6600.0,6600.0,6600.0,6600.0,6547.61865234375,0
2019-02-06,6600.0,6600.0,6600.0,6600.0,6547.61865234375,0
2019-02-07,6600.0,6600.0,6600.0,6600.0,6547.61865234375,0
2019-02-08,6600.0,6600.0,6600.0,6600.0,6547.61865234375,0
2019-02-11,5500.0,6500.0,5500.0,6500.0,6448.41259765625,1300
2019-02-12,6500.0,6500.0,6500.0,6500.0,6448.41259765625,0
2019-02-13,6000.0,6550.0,6000.0,6550.0,6498.015625,1500
2019-02-14,6025.0,6300.0,6025.0,6300.0,6250.0,2800
2019-02-15,6025.0,6375.0,6025.0,6375.0,6324.40478515625,3100
2019-02-18,6025.0,6375.0,6025.0,6375.0,6324.40478515625,2300
2019-02-19,6050.0,6350.0,6050.0,6350.0,6299.60302734375,900
2019-02-20,6050.0,6350.0,6050.0,6350.0,6299.60302734375,1200
2019-02-21,6175.0,6350.0,6175.0,6350.0,6299.60302734375,900
2019-02-22,6025.0,6350.0,6025.0,6350.0,6299.60302734375,1100
